input_word,target_word
ღაადისი,ღაღადისი
ყბეზე,ყბებზე
მოგზაურთა,მოგზაურთა
იგნალინას,იგნალინას
ფრიზზე,პრიზზე
მიმდინარელბებს,მიმდინარეობებს
ფრაქტიკაში,პრაქტიკაში
დონიძტის,დონიძეტის
მდგმოარეობამ,მდგომარეობამ
შესაძლებელი,შესაძლებელი
მიუსაჯეს,მიუსაჯეს
ახლავს,ახლავს
მიჰურებია,მიყურებია
ხაპირებეგის,დაპირებეგის
ნორგავდა,ბორგავდა
დავატოლე,დავაყოლე
პოსტიდან,პოსტიდან
ყაეინს,ყაენის
გამავლინოს,გამოავლინოს
იკაცრებს,იკადრებს
დანაკრგმა,დანაკარგმა
ნინოს,ნინოს
თანამონაწილეს,თანამონაწილეს
კუნჭუჯი,კუნჭული
მოადგენ,მოადგნენ
ფედერაცას,ფედერაციას
რუსთეზეა,რუსეთზეა
ინგოზა,ნიგოზა
ჩიტქს,ჩირქს
ემილიასა,ემილიასა
კომპოზიცეოიბთ,კომპოზიცოებით
ქიმიკატები,ქიმიკატები
მაკჯდა,მაკლდა
ქერშოუ,ქერშოუ
ლყოფსაც,მყოფსაც
შეესიენ,შეესიენ
სასახლისხელა,სასახლისხელა
გსდავივლით,გადავივლით
დასკვნუთი,დასკვნითი
ეკნნომიკაა,ეკონომიკაა
ნიადაგია,ნიადაგია
უმათოდ,უმათოდ
დაცუილ,დაცული
სსხლმოწყურეებულ,სისხლმოწყურებულ
ღვთისმოსავია,ღვთისმოსავის
დარბაზბეი,დარბაზები
მაზარიი,მაზარინი
განირუი,განიური
ვირტუზოობას,ვირტუოზობას
შეჰპირდაა,შეჰპირდა
ბბუნებისადმი,ბუნებისადმი
იმმრეთთან,იმერეთთან
ინტერვენციამ,ინტერვენციამ
უქრდო,ქურდო
ნოვლენასთან,მოვლენასთან
გაგიჭურდება,გაგიჭირდება
გახხილვა,განხილვა
გაიიფრა,გაიშიფრა
პატოკლე,პატროკლე
კავკაწიონში,კავკასიონში
დააეცა,დაეცა
აგრომომის,აგრონომის
დაზაი,დაზაი
კორჩაკი,კორჩაკი
გორლებენსი,გორლებენში
გალადაღლის,გარადაღლის
გაუჭრის,გაუჭრის
გასიჯეს,გასინჯეს
ურხაძე,რუხაძე
ამოსულ,ამოსულ
შემოხხვედი,შემოხვედი
სწავლათა,სწავლათა
მოაშოროოტ,მოაშოროთ
გამაბრრუა,გამაბრუა
ახამლოსახლეების,ახალმოსახლეების
გარდაცივალნენ,გარდაიცვალნენ
კუთხხსაზომ,კუთხსაზომ
ყყაყანისკნ,ყაყანისკენ
ღრუბელი,ღრუბელი
თანხომბის,თანხმობის
შემხვედრიაო,შემხვედრიაო
სამლოვცელოა,სამლოცველოა
სახეელივ,სახელიც
ლინკოლნმა,ლინკოლნმა
კომენტაგებს,კომენტარებს
უკნადახევის,უკანდახევის
პოოალო,პაოლო
ავდ,ავად
მნიშვნეელობები,მნიშვნელობები
ალგეთთიც,ალგეთიც
პორთიდან,პორტიდან
გამოკვლევას,გამოკვლევას
ურთიტეთობებმა,ურთიერთობებმა
კართაგენეზ,კართაგენზე
ალტნიკოი,ალტნიკოლი
დაფინანსება,დაფინანსება
ჩვიდემტი,ჩვიდმეტი
ეიზენყაუერის,ეიზენჰაუერის
ჰარდინგმა,ჰარდინგმა
სამურავოს,სამოურავოს
პოეტის,პოეტის
შემიპყრო,შემიპყრო
იმიშვი,მიმიშვი
ხთელი,თხელი
თუთაშშხიამ,თუთაშხიამ
ალექსანდრიელი,ალექსანდრიელი
რცხვენოდატ,რცხვენოდათ
ზამიაინი,ზამიატინი
ჩეხსოლოოვაკიამ,ჩეხოსლოვაკიამ
წარწერის,წარწერის
ვალდებულებეიბ,ვალდებულებები
ჰანჩარი,ჰანჩარი
ლრენი,ლორენი
ონრბეტო,ნორბერტო
ვარაიმას,ვარამიას
ტომებიგან,ტომებისგან
რუსფბის,რუსების
კოდებ,კოდები
ციშფერრმა,ცისფერმა
ხებლარგის,ხელბარგის
არმიებს,არმიებს
სექციიზ,სექციის
მოუტანს,მოუტანოს
აშუღის,აშუღის
ტტი,ტი
ჩეარევო,ჩაერევი
ელლ,ელ
გოლე,გოლდა
ფანდურ,ფანდური
წამოჭიმეთ,წამოჭიმეთ
თანააბრრ,თანაბარ
ყაფლაინანცად,ყაფლანიანცად
მაგირესო,მაგიერსო
ვიამენდით,ვისმენდით
ავეტქებებს,აფეთქებებს
ომღვაწეს,მოღვაწეს
ბიუწტი,ბიუსტი
სახელმწიფოთა,სახელმწიფოთა
პფაიც,პაპიც
გავვიყოთ,გავიყოთ
სამანუფესტაციოდ,სამანიფესტაციოდ
გადიოდნენ,გადიოდნენ
გადაებზავნა,გადაეგზავნა
გამოოუგონიათ,გამოუგონიათ
მლშობის,მლაშობის
მასრებითა,მასრებითა
მხატვრული,მხატვრული
უკუდგა,უკუდგა
სნუერისტი,სნუკერისტი
შარიფ,შარიფ
ელეგანტუირ,ელეგანტური
გაგვახსენოს,გაგვახსენოს
მიირთვი,მიირთვი
მომადგა,მომადგა
სასიშრეობის,საშიშროების
სასულიერ,სასულიერ
გეომორფოლოგიუი,გეომორფოლოგიური
ასპექტით,ასპექტით
ჯვარს,ჯავრს
დრაკონების,დრაკონების
კოხტად,კოხტად
გამიოგდებს,გამოიგდებს
მგილაციისა,მიგრაციისა
ფეორუ,ფეროუ
კიტა,კიტა
აზერბაიჯაჰი,აზერბაიჯანი
ჰპირდებოდა,ჰპირდებოდა
ბიძაშვლიმა,ბიძაშვილმა
შეხედე,შეხედე
ბერძნებმა,ბერძნებმა
გაუხლისტდ,გაუხლისტდა
ნოვოსიბირსკიშ,ნოვოსიბირსკის
ბენნინიო,ბენინიო
კლლეგიის,კოლეგიის
ფეხბურთერები,ფეხბურთელები
ზაქე,ზაქე
გადმოისხა,გადმოისხა
სიმყრალეს,სიმყრალეს
აენტო,ანეტო
პრიშოლ,პრიშოლ
გენერაციიათვის,გენერაციისთვის
გამლაიელ,გამალიელ
შშესავალი,შესავალი
აქციო,აქციოს
სასტიკად,სასტიკად
სტანდარდ,სტანდარდ
სიძლიერე,სიძლიერე
ნაბჟუარა,ნაბჟუარა
ეტაპია,ეტაპია
შმომთავაზებდით,შემომთავაზებდით
ალეეურა,ალეურა
სოხთაში,სოხთაში
მინერალიზზციით,მინერალიზაციით
აბს,ავს
მომიჯნავე,მომიჯნავე
ლინდისიი,შინდისი
ჩაეტევა,ჩაეტევა
შოგუნტის,შოგუნატის
იზრნუებ,იზრუნებ
სამოქალააქო,სამოქალაქო
ვათიკაჰმა,ვატიკანმა
სიმამაზე,სილამაზე
გაარნტირებულია,გარანტირებულია
ბზიის,ვიზის
უცარჩინებულეს,უწარჩინებულეს
ბერეკავშილი,ბერეკაშვილი
იროგოვი,პიროგოვი
აჩხაკუნებდა,აჩხაკუნებდა
უძვირფასდსოო,უძვირფასესო
გავცეი,გავეცი
ორბიტის,ორბიტის
დანიშნულა,დანიშნულია
ოგრზის,ორგზის
საგზნგებო,საგანგებო
ავლწნდა,ავლენდა
გამეჭრა,გამეჭრა
გამოიხსნას,გამოიხსნას
ინფანტეტიის,ინფანტერიის
კითოხთ,კითხოთ
ამოარბენინაა,ამოარბენინა
მახხსოვსო,მახსოვსო
კრნოა,კრონა
არასაპატიშდ,არასაპატიოდ
კორეას,კორეას
მოცემა,მოცემა
სხიევბთან,სხივებთან
პოტინტაი,პოტინატი
მითაგვარია,მითაგვარია
პრეტენდენტს,პრეტენდენტს
მომქაბცველი,მომქანცველი
წაწმამებიც,წამწამებიც
დედაკაცისთვის,დედაკაცისთვის
მტკვისრ,მტკვირს
გაამდიდრების,გამდიდრების
კერქი,ქერქი
წიგნიერების,წიგნიერების
გაანათქ,გაანათა
თხლობამ,თხრობამ
საკათარიკოზო,საკათალიკოზო
ნსკრებია,ნაკრებია
მადობა,მადლობა
კრეიშრეი,კრეისერი
უცვლელლ,უცვლელ
ოზგადიდან,ზოგადიდან
ნახხევარზეც,ნახევარზეც
დამიჭირა,დამიჭირა
უხერხულობის,უხერხულობის
დიდებულლა,ადიდებულა
კამპიენისკენ,კამპიენისკენ
ლაიფციგშში,ლაიფციგში
ფუნღ,ფუნგ
გარდინდრი,გარდინერი
ვიყოყმაეენ,ვიყოყმანე
რცეენზირებული,რეცენზირებული
სახეობები,სახეობების
გაუშეენბია,გაუშენებია
ბზსიწყალი,ბზისწყალი
აღაშფთნა,აღაშფოთნა
ორგანიზბეულ,ორგანიზებულ
პირობასაც,პირობასაც
სადღგერძეიო,სადღეგრძელო
ადქოლწინებულია,დაქორწინებულია
ტინსიხიდი,ტინისხიდი
ფინანხისტი,ფინანსისტი
არვიდს,არვიდს
ბოლშეფიკი,ბოლშევიკი
გახოკიძე,გახოკიძე
მსხხალდიდის,მსხალდიდის
დდამაბნეველი,დამაბნეველი
სანახარჯი,დანახარჯი
ავვსტრიას,ავსტრიას
მინეაპოლის,მინეაპოლის
ფალსიფკაციამ,ფალსიფიკაციამ
პიროა,პირობა
ნრათი,ნართი
გუნდს,გუნდს
ამარაგებად,ამარაგებდა
საძიეჰელში,საძიებელში
კალთბეა,კალთებზეა
ადშლით,დაშლით
გოგონებით,გოგონებით
ორტანიზაციად,ორგანიზაციად
მიაწერა,მიაწერა
ოგებადდ,მოგებად
სარზე,სარზე
ველებისან,ველებისგან
ანბაუნრად,ანბანურად
ამრწ,ამრა
ნაწვად,ნაცვად
ყაფლიანანცები,ყაფლანიანცები
ბათკსი,ბათქის
შეიხსნაა,შეიხსნა
ვასები,ვალსები
სისტემით,სისტემით
რეგენტის,რეგენტის
კომპომსიით,კომპრომისით
მანჯურელების,მანჯურელების
ნაწყვეტის,ნაწყვეტის
ფაიიას,ფიალას
მაღალტემპერატუურლ,მაღალტემპერატურულ
მექსიკისპრა,მექსიკისპირა
მისაკუთრებით,მისაკუთრებით
შალაა,შარაა
წამოფეთქქებები,წამოფეთქებები
კუტუროლოგიასთან,კულტუროლოგიასთან
მეიდ,მეის
ლილვებიაინ,ლილვებიანი
ბოფვიკის,ბოევიკის
წგიმაც,წვიმაც
დავეუფლეე,დავეუფლე
ორგქნისტი,ორგანისტი
წესდების,წესდების
ისაკაა,ისააკ
ჰოლიმიი,ჰოშიმინი
ბრანოსს,ბრანკოს
ჰაგტი,ჰარტი
წარმოებისას,წარმოებისას
ჭაამზე,ჭამაზე
საპიიენსსა,საპიენსსა
მწერალთნა,მწერალთან
არიტტექტურით,არქიტექტურით
ფელდმარშალლ,ფელდმარშალ
ააჩო,აიაჩო
გამგებბლობის,გამგებლობის
მცცოვვრებლების,მცხოვრებლების
გუსტავუს,გუსტავუს
მლდივური,მალდივური
მაჭავარიანიი,მაჭავარიანი
სანაშენოოდ,სანაშენოდ
წინათღრძნობა,წინათგრძნობა
პიერის,პიერის
რატომ,რატომ
არსუკისძემ,არსუკისძემ
ტრაქტაგბეი,ტრაქტატები
აჭხაჭუხი,ჭახაჭუხი
სიდონ,სიდონს
როოლანდდ,როლანდ
კოოლონიის,კოლონიის
ჭირაია,ჭილაია
ხელისა,ხელისა
პირობითი,პირობითი
ვოზნფსენსკი,ვოზნესენსკი
აირმტვრის,აირმტვრის
ინიდვიდდის,ინდივიდის
ათაბაგჯა,ათაბაგმა
სახერჰი,სახერხი
ტანამშრომლებს,თანამშრომლებს
აწერს,აწერს
რინკონ,რინკონ
განახლებისათვის,განახლებისათვის
საყვეუდრის,საყვედურის
მოფუთფუთე,მოფუთფუთე
თივთმკვლელობას,თვითმკვლელობას
ბალახოვდა,ბალახობდა
სააკნშივე,საკანშივე
ტტე,ტყე
გავერიე,გავერიე
მელოდია,მელოდიას
ქასრულებაშია,აღსრულებაშია
მაგსააც,მაგასაც
დშუეთის,დუშეთის
ლაჩნხუთში,ლანჩხუთში
გოლიათები,გოლიათები
შსრუტვად,შესრუტვად
ააჭრა,ააჭრა
წიდია,ცუდია
ანონიუსსა,ანტონიუსსა
დაუფლებისთივს,დაუფლებისთვის
სარტი,სარტი
დაგითხოვობ,დაგითხოვონ
ჩამოოსახლდა,ჩამოსახლდა
უმკურნალიათ,უმკურნალიათ
გდააბარების,გადაბარების
აძარცულები,გაძარცულები
ენდრონიკაშივლი,ენდრონიკაშვილი
მონარქისტობი,მონარქისტობით
მოიცათ,მოიცათ
ქრისტიანდებოდნენ,ქრისტიანდებოდნენ
გახშნასა,გახსნასა
ბორცვება,ბორცვებსა
ქორთიარდ,ქორთიარდ
ვვარიანტები,ვარიანტები
დამთავრბეულყიოს,დამთავრებულიყოს
ელექტროსტატიკის,ელექტროსტატიკის
სავლეე,სავლე
ბჟალავან,ბჟალავამ
ანდრელ,ანდრეი
ბედზნ,ბედან
არიანეას,არიანესა
ვიკინგის,ვიკინგის
ქალაქდ,ქალაქდ
საფლავები,საფლავებში
ყმაწილებს,ყმაწვილებს
სათქმელიც,სათქმელიც
გაწითლდები,გაწითლდები
პრუსაის,პრუსიას
დისკრეტული,დისკრეტული
ინტერპრეტაციების,ინტერპრეტაციების
ელატერინე,ეკატერინე
გამგეი,გამგები
ოქტომბრიდან,ოქტომბრიდან
აყვანილია,გაყვანილია
ჟურნლაისტმაა,ჟურნალისტმა
დროზეა,დროზეა
ობშდა,ონოდა
ელენი,იელენი
მჰ,მჰც
დააპირებდუ,დააპირებდი
გაგლუათუბანი,გაგლუანთუბანი
ევანგელურ,ევანგელურ
შეფვლლით,შეცვლით
არტილერი,არტილერია
კრაისკაცქდ,კარისკაცად
კრიმიალურიი,კრიმინალური
ნშინობის,ნიშნობის
ბანგლადეშს,ბანგლადეშს
საიდ,საიდ
მდგმურების,მდგმურების
ხარ,ხარს
ვიზაირებდი,ვიზიარებდი
გაიყიდა,გაიყიდა
რისთვსი,რისთვისა
აგრიპინა,აგრიპინა
პრიმატეიბს,პრიმატების
უფორსმა,უფროსმა
ლეხოსლა,ლეხოსლავ
დასლლებასთან,დასრულებასთან
ინგუშებში,ინგუშებში
ხვვდებოდათ,ხვდებოდათ
პალეომაგმიტური,პალეომაგნიტური
იმპუულსი,იმპულსი
ყთუაბი,ყუთაბი
კაისტა,კალისტა
ჰესელინები,ჰესელინები
წასული,წასული
ლროსელი,როსელი
ანდამატით,ანდამატით
გადავაყოლო,გადავაყოლო
როდ,ქროდა
მოელის,მოელის
დაუარე,დაუარე
მეხამუშება,მეხამუშება
მაქსიმალჰრად,მაქსიმალურად
ურჩევდნებ,ურჩევდნენ
დაწესებულებებისთვის,დაწესებულებებისთვის
სიბილლწეს,სიბილწეს
ვგულისხმობთ,ვგულისხმობთ
ესნეგალმა,სენეგალმა
შალაგზის,შარაგზის
გეეილე,გეილერ
დამიდგებოდეს,დამიდგებოდეს
შეერთებამ,შეერთებამ
პარტილუ,პარტიულ
მოუდიოდა,მოუდიოდა
დისკკავერიი,დისკავერი
სტეპიტ,სტეპით
გამონახვა,გამონახვა
ყიამყარლობას,ყიამყრალობას
საბჩოს,საბჭოს
გორაკისაგან,გორაკისაგან
შემუფრინა,შემოუფრინა
შეგვაგდო,შეგვაგდო
ბალნეოსერვისის,ბალნეოსერვისის
ცდილიყყო,ცდილიყო
ჯში,ჯაში
სასაახლე,სასაახლე
ამხელდა,ამხელდა
აღდგენამდე,აღდგენამდე
პარიზი,პარიზი
ჯაამი,ჯამი
ცმოეის,ცხმორის
ყორაღნი,ყორღანი
სანაოსსნოს,სანაოსნოს
ვუწოდებთ,ვუწოდებთ
სუსტადდაა,სუსტადაა
ამრცვლეული,მარცვლეული
ფულტონმა,ფულტონმა
ტებბს,ტების
იასირ,იასირ
ვეე,ველე
გაოყფას,გაყოფას
იუდეველი,იუდეველი
გავაჩხაკუნე,გავაჩხაკუნე
მტსირც,მტერიც
თარიღთან,თარიღთან
დასვენებას,დასვენებას
არიანო,არიანო
რდაიუმი,რადიუმი
ბრნოოქსი,ბრონქსი
შიავილები,იაშვილები
ონდოურები,ინდოურები
აქაუროაბ,აქაურობა
ორგეიმ,ნორგეიმ
იდურეი,კიდურები
გამოცხადება,გამოცხადება
ნახავდა,ნახავდა
ათასწლეილებსი,ათასწლეულებში
სფალავი,საფლავი
ჰოომინოდთა,ჰომინიდთა
ჯირროსიმაზე,ჰიროსიმაზე
შრიოდინნგერი,შრიოდინგერი
ადუდგი,დაუდგი
წურეიათ,უწერიათ
აუსახელა,დაუსახელა
სინდდიკატის,სინდიკატის
დასრულუდა,დასრულდა
ბარბადოსელი,ბარბადოსელი
აღსრულდა,აღსრულდა
ანაკშია,ანაკლია
ჰუგენოტებისთვის,ჰუგენოტებისთვის
შეჯახეაბს,შეჯახებას
გამისვა,გამიშვა
ქვისხეეთში,ქვიშხეთში
იწოდაა,იწოდა
გულგატეხილი,გულგატეხილი
სრანგო,სარანგი
ბელადბეის,ბელადების
დედოფამს,დედოფალს
გენეალოგიას,გენეალოგიას
ხალსბი,ხალები
ფენათა,ფენათა
სარბიელთატან,სარბიელთაგან
ოქშიი,ოქში
ცოტაანი,ცოტანი
ასწავლიდა,ასწავლიდა
გაძნები,განძები
გოსტიე,გოსტიბე
ააურება,აუარება
ჟამბეკოი,ჟამბეკოვი
ცხეოსან,ცხენოსან
მლგიხდარ,მოგიხდათ
ქარელში,ქარელში
სინთეზირებული,სინთეზირებული
მოიმოსმედეს,მოიმოქმედეს
გაჯაგონონო,გამაგონონო
ნმადვვილად,ნამდვილად
ძირფესვიაინ,ძირფესვიანი
ჩაააწვინა,ჩააწვინა
რსულყოფდა,სრულყოფდა
აპპარატებზე,აპარატებზე
შაფიკი,შაფიკი
იცვლის,იცვლის
მეთოდურ,მეთოდურ
კეთეაბს,კეთებას
შშემაგდეს,შემაგდეს
ემზადეოდნენ,ემზადებოდნენ
კატაიამა,კატაიამა
მატებამ,მატებამ
სეფეაიტყეა,სეფესიტყეა
კინემატტოგრაფები,კინემატოგრაფები
ნკაითხი,ნაკითხი
ვირტულურ,ვირტულურ
ლუქსემბურგული,ლუქსემბურგული
კერპიისადმი,კერპისადმი
დაუშაევბდა,დაუშავებდა
ბააკკა,ბააკა
წარმოითქმის,წარმოითქმის
ახალმოსახლიშ,ახალმოსახლის
იუგოსლავაი,იუგოსლავია
თელ,თელ
დადექით,დადექით
სენიორა,სენიორა
ურთიერთბოისგან,ურთიერთობისგან
ბაბმუკის,ბამბუკის
განკვეთა,განკვეთა
ბლანგწ,ბლანგა
გასარჩევ,გასარჩევ
უზები,ბუზები
საანტორიუი,სანატორიუმი
ჰოუელზი,ჰოუელზი
პნეიონ,პენიონ
ჭიჩოსმტაას,ჭიჩოსმთასა
ფუბა,ფუგა
ჰზრაბა,ჰარაბა
მოღვაწეებისა,მოღვაწეებისა
ბეერნულიმ,ბერნულიმ
ჭჭალებბი,ჭალები
დუტ,დუეტ
სობისატვის,შობისათვის
შსეხდნენ,შესხდნენ
სოფლისკენ,სოფლისკენ
უჯა,ჯუჯად
დააქნეულ,დაქნეულ
იგბსის,გიბსის
შშენსა,შენსა
მწერლიის,მწერლის
ოქაინი,ოქიანი
მიმდიანრეობდა,მიმდიანრეობდა
თავყელიშვილს,თავყელიშვილს
ომისშემდგმი,ომისშემდგომი
თიკო,თიკო
პატრონივით,პატრონივით
შემართება,შემართება
ღრმადმორწმუნე,ღრმადმორწმუნე
ლიებორისტმა,ლეიბორისტმა
დონელ,დონელ
მშუების,მუშების
მაკმილანი,მაკმილანი
ყვირილას,ყვირილას
ვკაეებითაა,ვაკეებითაა
ბარაას,ბარაბას
იკოაფა,იაკოფა
ნშინითაა,ნიშნითაა
სეწირივთ,შეწირვით
დამოიკიდებლობის,დამოიკიდებლობის
სცადე,სცადე
თავდამცველ,თავდამცველ
დზვაკვირდებით,დავაკვირდებით
გგამჭვირვალობის,გამჭვირვალობის
ინტრასფიიციური,ინტრასფიციური
აიღე,წაიღე
ნაერკვავდ,ნარეკვავს
უფლებებისაგან,უფლებებისაგან
ელეს,ელეს
თოპრედი,თეოპრედი
დავაშანტოა,დავაშანტაპა
ქნწს,ქნეს
უჭისრვს,უჭირსვს
ვესერმიუნდეს,ვესერმიუნდეს
მიკვიდრებს,იმკვიდრებს
მრავალმნიშვნელოვანი,მრავალმნიშვნელოვანი
იქცევუან,იქცევიან
საერტ,საერთ
ბარზიმავშილი,ბარძიმაშვილი
პრიმიტიუმ,პრიმიტიულ
ტვალწარმტაცი,თვალწარმტაცი
ეკონომიკურად,ეკონომიკურად
ამეორრებიებს,ამეორებიებს
ცმეა,ცემას
აკრედიტაცჰჰს,აკრედიტაციის
სიმართლესა,სიმართლესა
სოზა,სოზა
პროცესეებისა,პროცესებისა
ბაჰზე,ბახზე
მწარმეობლები,მწარმოებლები
ევანგელე,ევანგელე
მათვი,მათვის
სკეპტიკური,სკეპტიკური
სიებბი,სიები
ზაფზმელი,ზარზმელი
დედოფლაია,დედოფალია
თესტ,ტესტ
ააილამ,აილამ
ფრა,ფირა
დავიფქრდებოდი,დავფიქრდებოდი
ქვაბს,ქვაბს
სალოსი,სალოსი
განაყოფიერბეას,განაყოფიერებას
ნალეექბით,ნალექებით
სფეროებადდ,სფეროებად
ალაგგონი,ალაგონი
ბესტს,ბესტს
შეაატყობინეო,შეატყობინეო
შრადგენდნენ,შეადგენდნენ
ჭჭარ,ჭარ
ყასანელი,ყაზანელი
ანტიპოდები,ანტიპოდები
ევაკუირებულია,ევაკუირებულია
შემდგეგ,შემდგეგ
მრავალგვარია,მრავალგვარია
ხუთიდან,ხუთიდან
ორმოცდაცხრამტე,ორმოცდაცხრამეტ
ერლანგენი,ერლანგენი
ბინოში,ბინოში
წამხდარ,წამხდარ
ეარსეება,ეარსება
აყიბუქი,აჰბიუქი
ქურდიშა,ქურდისა
დაჯყარებაზთან,დამყარებასთან
ლავრენტი,ლავრენტი
ხელმისაწვდომოაბ,ხელმისაწვდომობა
შეფი,შეფი
ჰექტარ,ჰექტარ
ვატენიბუტელი,ვატენბიუტელი
საბარიმალაში,საბარიმალაში
იეჰოვას,იეჰოვას
დამოუკიდებლები,დამოუკიდებლები
მაგნიიტურო,მაგნიტურო
არტივლთნა,არტვილთან
მეუწხოვა,მეუცხოვა
ამოსძვრწბა,ამოსძვრება
ხაზუთაც,ხაზითაც
მარტვილობსჰა,მარტვილობისა
სკაონსულტაციო,საკონსულტაციო
დაღესტნეები,დაღესტნელები
იენაში,იენაში
სიმოფნურ,სიმფონიურ
გვეკეთეინქ,გვეკეთებინა
კალანდია,კალანდია
გადიზარდოს,გადაიზარდოს
შემადერხებელ,შემაფერხებელ
წყალსაცავისა,წყალსაცავისა
პატრფოს,სატრფოს
ბეს,ბეს
გაავწალეს,გააწვალეს
ფელიციტა,ფელიციტა
ალანძიის,ალანძიის
ვავტეხე,ავტეხე
შმიტი,შმიტი
სარხჩობელასაც,სახრჩობელასაც
აავტორობაზე,ავტორობაზე
აჩნ,ჩან
დამაფიქრებეიი,დამაფიქრებელი
დღეგრძლეობა,დღეგრძელობა
მეცნიერებას,მეცნიერებას
უსწავლებიათ,უსწავლებიათ
ჩააყრით,ჩაყრით
სავდრო,საავდრო
როს,ორს
მოძალებისა,მოძალებისა
ჯალალედინმა,ჯალალედინმა
ზედამხეედველამდე,ზედამხედველამდე
გამიფუჭდეს,გამიფუჭდეს
რაზეც,რაზეც
მოგიმართოთო,მოგიმართოთო
ესტლანდისი,ესტლანდიის
დაგდებულ,დაგდებულ
ტტანმოვარჯიშე,ტანმოვარჯიშე
ხაჯიმბას,ხაჯიმბას
ჰომინნინის,ჰომინინის
ლბოხი,ბლოხი
უპატრონოდ,უპატრონოდ
დამხობილ,დამხობილი
საპიენსს,საპიენსს
ნიშტადტის,ნიშტადტის
თოკაძისას,თოკაძისას
სოლიდუური,სოლიდური
სკკივდილს,სიკვდილს
ასხებში,სახეებში
ქუთთაისუიმი,ქუთათისიუმი
ლაუგნა,ლაგუნა
მოუყფანეს,მოუყვანეს
გადაუდელბივ,გადაუდებლივ
მრავალრასიანი,მრავალრასიანი
დაიგუფებულია,დაჯგუფებულია
ეხვიაა,ეხვაია
შემოაარტყა,შემოარტყა
ქრახნები,ქარხნები
აღიდგენს,აღიდგენს
გავსწავლა,გვასწავლა
გასათვალიწსინებლად,გასათვალისწინებლად
ჰაგსბულგთა,ჰაბსბურგთა
ბენრსტაინი,ბერნსტაინი
ლუგაონში,ლუგანოში
მოდეევდათ,მოდევდათ
დავიძინოთ,დავიძინოთ
ვიტორრიო,ვიტორიო
მოკლებულია,მოკლებულია
იძახიან,იძახიან
ვარიაციებიდან,ვარიაციებიდან
გრძეკისერა,გრძელკისერა
ხაზინისთივს,ხაზინისთვის
ავოყვანას,ავოყვანას
ფქვილისგნა,ფქვილისგან
წაიტვანენ,წაიყვანენ
მეოთხედმა,მეოთხედმა
განზრახვი,განზრახვით
განმტკიცებსა,განმტკიცებას
თითივით,თითივით
შირვანშაჰიი,შირვანშაჰი
სიმბოლურაა,სიმბოლურად
სააძოვრეებზე,საძოვრებზე
მათხოვ,მათხოვე
გასაუშატიურებლად,გასაუპატიურებლად
დენოკრატიულ,დემოკრატიულ
მონსულტაცცია,კონსულტაცია
პოგოდინიიშ,პოგოდინის
საარგებელთა,სარგებელთა
ლადნა,ლანდა
ვიღაცასთან,ვიღაცასთან
აღმოფხრა,აღმოფხვრა
იფაეტუ,იაფეტურ
საკიდარი,საკიდარი
უბიძგებდა,უბიძგებდა
იყოვბოდა,იმყოვებოდა
ცდომლლების,ცდომილების
სეირს,სერიის
კრნწერო,კენწერო
მრევწ,მრეწვ
უცხპ,უცხო
პოლომ,პოლომ
კოკისპირულ,კოკისპირულ
ღადმომდინარესი,გადმომდინარესი
კომენტრეაბის,კომენტარების
ლეგალლუად,ლეგალურად
გალა,გალას
სანწციას,სანქციას
რბუნოს,ბრუნოს
სიშუმეს,სიჩუმეს
მშია,მიშა
ქარისკცას,კარისკაცს
ლკივიდაციას,ლიკვიდაციას
ალმა,პალმა
პპფალცი,პფალცი
შტიყვაა,სიტყვაა
ვეგონნეთ,ვეგონეთ
აჯამესბ,აჯამებს
დათერებოდნენ,დათერებოდნენ
აქიდდნეკის,აქიდნეკის
მომიჭრა,მომიჭრა
ოლეოგრაფიებზე,ოლეოგრაფიებზე
ბატავები,ბატავები
ბალაუურის,ბალაურის
ლიცენზიანტი,ლიცენზიანტი
სიდიდებს,სიდიდებს
ემრიის,მერიის
მეუნარგოა,მეუნარგია
სყააურეების,საყურეების
პპრემიახე,პრემიაზე
ხოშზრა,ხოშარა
გახვიედ,გახვიდე
მყერზე,მტერზე
ფორმუულით,ფორმულით
სტატისტიკაში,სტატისტიკაში
აჰალბედ,ახალბედ
შატეს,პატეს
იმპერიაწაც,იმპერიასაც
ეიბედა,ეძიებდა
გლოგოვსკი,გლოგოვსკი
ბრუშ,ბრუს
ლდუაკეისი,ლუდაკრისი
ხმელთაშუაზღვსიპირთეი,ხმელთაშუაზღვისპირეთი
მპგიყენებთ,მოგიყენებთ
შიმონიტე,შიმონიტე
გაიმიიჯნოს,გაიმიჯნოს
მიბყო,მიჰყო
რიფენსტტალი,რიფენსტალი
ვერკვოედი,ვერკვეოდი
დეიზენჰოფერი,დეიზენჰოფერი
